id,gender,age,exercise_importance,fitness_level,regularity,do_you,time,time_spent,balanced_diet,health_level,recommend_fitness,equipment,barriers,exercises,prevents_balanced,motivation
38,Female,15 to 18,4,Good,3 to 4 times a week,Alone,Evening,1 hour,Yes,4,Yes,No,I don't have enough time,Walking or jogging,Temptation and cravings,I want to lose weight
39,Female,15 to 18,4,Good,3 to 4 times a week,Alone,Evening,1 hour,Yes,4,Yes,No,I don't have enough time,Gym,Temptation and cravings,I want to be fit
40,Female,15 to 18,4,Good,3 to 4 times a week,Alone,Evening,1 hour,Yes,4,Yes,No,I don't have enough time,Gym,Temptation and cravings,I want to lose weight
41,Female,15 to 18,4,Good,3 to 4 times a week,Alone,Evening,1 hour,Yes,4,Yes,No,I don't have enough time,Lifting weights,Temptation and cravings,I want to be fit
42,Female,15 to 18,4,Good,3 to 4 times a week,Alone,Evening,1 hour,Yes,4,Yes,No,I don't have enough time,Lifting weights,Temptation and cravings,I want to lose weight
43,Female,19 to 25,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,Yes,No,I can't stay motivated,I don't really exercise,Ease of access to fast food,I want to be fit
44,Female,19 to 25,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Yes,4,Yes,No,I can't stay motivated,I don't really exercise,Temptation and cravings,I want to be fit
45,Female,40 and above,5,Average,3 to 4 times a week,With a group,Evening,1 hour,Not always,3,Yes,No,I exercise regularly with no barriers,Walking or jogging,Temptation and cravings,I want to be flexible
46,Female,40 and above,5,Average,3 to 4 times a week,With a group,Evening,1 hour,Not always,3,Yes,No,I exercise regularly with no barriers,Yoga,Temptation and cravings,I want to be flexible
47,Male,40 and above,3,Good,1 to 2 times a week,Alone,Early morning,30 minutes,No,3,No,No,I don't really enjoy exercising,Walking or jogging,Temptation and cravings,I want to be flexible
48,Female,15 to 18,3,Unfit,Never,Alone,Early morning,I don't really exercise,Not always,2,Yes,Yes,I can't stay motivated,Walking or jogging,Temptation and cravings,I want to be fit
49,Female,15 to 18,3,Unfit,Never,Alone,Early morning,I don't really exercise,Not always,2,Yes,Yes,I can't stay motivated,Walking or jogging,Temptation and cravings,I'm sorry ... I'm not really interested in exercising
50,Female,15 to 18,3,Unfit,Never,Alone,Early morning,I don't really exercise,Not always,2,Yes,Yes,I don't really enjoy exercising,Walking or jogging,Temptation and cravings,I want to be fit
51,Female,15 to 18,3,Unfit,Never,Alone,Early morning,I don't really exercise,Not always,2,Yes,Yes,I don't really enjoy exercising,Walking or jogging,Temptation and cravings,I'm sorry ... I'm not really interested in exercising
52,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I don't have enough time,Gym,Temptation and cravings,I want to be fit
53,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I don't have enough time,Gym,Temptation and cravings,I want to increase muscle mass and strength
54,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I don't have enough time,Gym,Temptation and cravings,I want to lose weight
55,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I don't have enough time,Team sport,Temptation and cravings,I want to be fit
56,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I don't have enough time,Team sport,Temptation and cravings,I want to increase muscle mass and strength
57,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I don't have enough time,Team sport,Temptation and cravings,I want to lose weight
58,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I can't stay motivated,Gym,Temptation and cravings,I want to be fit
59,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I can't stay motivated,Gym,Temptation and cravings,I want to increase muscle mass and strength
60,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I can't stay motivated,Gym,Temptation and cravings,I want to lose weight
61,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I can't stay motivated,Team sport,Temptation and cravings,I want to be fit
62,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I can't stay motivated,Team sport,Temptation and cravings,I want to increase muscle mass and strength
63,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I can't stay motivated,Team sport,Temptation and cravings,I want to lose weight
64,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I'll become too tired,Gym,Temptation and cravings,I want to be fit
65,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I'll become too tired,Gym,Temptation and cravings,I want to increase muscle mass and strength
66,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I'll become too tired,Gym,Temptation and cravings,I want to lose weight
67,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I'll become too tired,Team sport,Temptation and cravings,I want to be fit
68,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I'll become too tired,Team sport,Temptation and cravings,I want to increase muscle mass and strength
69,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I'll become too tired,Team sport,Temptation and cravings,I want to lose weight
70,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I don't really enjoy exercising,Gym,Temptation and cravings,I want to be fit
71,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I don't really enjoy exercising,Gym,Temptation and cravings,I want to increase muscle mass and strength
72,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I don't really enjoy exercising,Gym,Temptation and cravings,I want to lose weight
73,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I don't really enjoy exercising,Team sport,Temptation and cravings,I want to be fit
74,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I don't really enjoy exercising,Team sport,Temptation and cravings,I want to increase muscle mass and strength
75,Male,19 to 25,5,Unfit,3 to 4 times a week,With a friend,Evening,1 hour,No,2,Yes,No,I don't really enjoy exercising,Team sport,Temptation and cravings,I want to lose weight
76,Male,15 to 18,5,Very good,Everyday,With a friend,Early morning,1 hour,Not always,3,Yes,Yes,I don't have enough time,Gym,Ease of access to fast food,I want to be fit
77,Male,15 to 18,5,Very good,Everyday,With a friend,Early morning,1 hour,Not always,3,Yes,Yes,I don't have enough time,Gym,Ease of access to fast food,I want to lose weight
78,Male,15 to 18,5,Very good,Everyday,With a friend,Early morning,1 hour,Not always,3,Yes,Yes,I don't have enough time,Gym,Ease of access to fast food,I want to relieve stress
79,Male,15 to 18,5,Very good,Everyday,With a friend,Early morning,1 hour,Not always,3,Yes,Yes,I exercise regularly with no barriers,Gym,Ease of access to fast food,I want to be fit
80,Male,15 to 18,5,Very good,Everyday,With a friend,Early morning,1 hour,Not always,3,Yes,Yes,I exercise regularly with no barriers,Gym,Ease of access to fast food,I want to lose weight
81,Male,15 to 18,5,Very good,Everyday,With a friend,Early morning,1 hour,Not always,3,Yes,Yes,I exercise regularly with no barriers,Gym,Ease of access to fast food,I want to relieve stress
82,Male,15 to 18,4,Very good,3 to 4 times a week,With a group,Early morning,1 hour,Yes,4,Yes,Yes,I don't have enough time,Walking or jogging,Lack of time,I want to be fit
83,Male,15 to 18,4,Very good,3 to 4 times a week,With a group,Early morning,1 hour,Yes,4,Yes,Yes,I don't have enough time,Team sport,Lack of time,I want to be fit
84,Male,19 to 25,5,Unfit,3 to 4 times a week,Alone,Early morning,2 hours,No,4,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to be fit
85,Male,19 to 25,5,Unfit,3 to 4 times a week,Alone,Early morning,2 hours,No,4,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to increase muscle mass and strength
86,Male,19 to 25,5,Unfit,3 to 4 times a week,Alone,Early morning,2 hours,No,4,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to lose weight
87,Male,15 to 18,4,Unfit,Never,I don't really exercise,Evening,I don't really exercise,No,1,No,No,I can't stay motivated,I don't really exercise,Temptation and cravings,I want to be fit
88,Male,15 to 18,4,Unfit,Never,I don't really exercise,Evening,I don't really exercise,No,1,No,No,I can't stay motivated,I don't really exercise,Temptation and cravings,I want to increase muscle mass and strength
89,Male,15 to 18,4,Unfit,Never,I don't really exercise,Evening,I don't really exercise,No,1,No,No,I can't stay motivated,I don't really exercise,Temptation and cravings,I want to lose weight
90,Female,15 to 18,3,Average,1 to 2 times a week,Alone,Evening,30 minutes,Not always,3,No,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to be fit
91,Female,15 to 18,3,Average,1 to 2 times a week,Alone,Evening,30 minutes,Not always,3,No,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to lose weight
92,Female,15 to 18,3,Average,1 to 2 times a week,Alone,Evening,30 minutes,Not always,3,No,Yes,I can't stay motivated,Walking or jogging,Temptation and cravings,I want to be fit
93,Female,15 to 18,3,Average,1 to 2 times a week,Alone,Evening,30 minutes,Not always,3,No,Yes,I can't stay motivated,Walking or jogging,Temptation and cravings,I want to lose weight
94,Female,15 to 18,3,Average,1 to 2 times a week,Alone,Evening,30 minutes,Not always,3,No,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to be fit
95,Female,15 to 18,3,Average,1 to 2 times a week,Alone,Evening,30 minutes,Not always,3,No,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to lose weight
96,Female,15 to 18,3,Average,1 to 2 times a week,Alone,Evening,30 minutes,Not always,3,No,Yes,Less stamina,Walking or jogging,Temptation and cravings,I want to be fit
97,Female,15 to 18,3,Average,1 to 2 times a week,Alone,Evening,30 minutes,Not always,3,No,Yes,Less stamina,Walking or jogging,Temptation and cravings,I want to lose weight
98,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Ease of access to fast food,I want to be fit
99,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Ease of access to fast food,I want to increase muscle mass and strength
100,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Ease of access to fast food,I want to lose weight
101,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Ease of access to fast food,I want to be flexible
102,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Ease of access to fast food,I want to relieve stress
103,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Ease of access to fast food,I want to achieve a sporting goal
104,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Ease of access to fast food,Doing exercises prevents many diseases.So yeah saves a lot of money .
105,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to be fit
142,Female,15 to 18,3,Average,Everyday,Alone,Early morning,30 minutes,Not always,3,No,No,I can't stay motivated,Yoga,Cost,I want to relieve stress
106,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to increase muscle mass and strength
107,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to lose weight
108,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to be flexible
109,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to relieve stress
110,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to achieve a sporting goal
111,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,Doing exercises prevents many diseases.So yeah saves a lot of money .
112,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Ease of access to fast food,I want to be fit
113,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Ease of access to fast food,I want to increase muscle mass and strength
114,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Ease of access to fast food,I want to lose weight
115,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Ease of access to fast food,I want to be flexible
116,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Ease of access to fast food,I want to relieve stress
117,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Ease of access to fast food,I want to achieve a sporting goal
118,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Ease of access to fast food,Doing exercises prevents many diseases.So yeah saves a lot of money .
119,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to be fit
120,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to increase muscle mass and strength
121,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to lose weight
122,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to be flexible
123,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to relieve stress
124,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to achieve a sporting goal
125,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,Doing exercises prevents many diseases.So yeah saves a lot of money .
126,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Ease of access to fast food,I want to be fit
127,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Ease of access to fast food,I want to increase muscle mass and strength
128,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Ease of access to fast food,I want to lose weight
129,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Ease of access to fast food,I want to be flexible
130,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Ease of access to fast food,I want to relieve stress
131,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Ease of access to fast food,I want to achieve a sporting goal
132,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Ease of access to fast food,Doing exercises prevents many diseases.So yeah saves a lot of money .
133,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Temptation and cravings,I want to be fit
134,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Temptation and cravings,I want to increase muscle mass and strength
135,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Temptation and cravings,I want to lose weight
136,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Temptation and cravings,I want to be flexible
137,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Temptation and cravings,I want to relieve stress
138,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Temptation and cravings,I want to achieve a sporting goal
139,Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Temptation and cravings,Doing exercises prevents many diseases.So yeah saves a lot of money .
140,Female,15 to 18,3,Average,Everyday,Alone,Early morning,30 minutes,Not always,3,No,No,I can't stay motivated,Walking or jogging,Cost,I want to relieve stress
141,Female,15 to 18,3,Average,Everyday,Alone,Early morning,30 minutes,Not always,3,No,No,I can't stay motivated,Walking or jogging,Ease of access to fast food,I want to relieve stress
143,Female,15 to 18,3,Average,Everyday,Alone,Early morning,30 minutes,Not always,3,No,No,I can't stay motivated,Yoga,Ease of access to fast food,I want to relieve stress
144,Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I don't have enough time,Walking or jogging,Lack of time,I want to relieve stress
145,Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I don't have enough time,Walking or jogging,Lack of time,I'm sorry ... I'm not really interested in exercising
146,Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I don't have enough time,Walking or jogging,Ease of access to fast food,I want to relieve stress
147,Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I don't have enough time,Walking or jogging,Ease of access to fast food,I'm sorry ... I'm not really interested in exercising
148,Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I don't have enough time,I don't really exercise,Lack of time,I want to relieve stress
149,Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I don't have enough time,I don't really exercise,Lack of time,I'm sorry ... I'm not really interested in exercising
150,Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I don't have enough time,I don't really exercise,Ease of access to fast food,I want to relieve stress
151,Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I don't have enough time,I don't really exercise,Ease of access to fast food,I'm sorry ... I'm not really interested in exercising
152,Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I'll become too tired,Walking or jogging,Lack of time,I want to relieve stress
153,Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I'll become too tired,Walking or jogging,Lack of time,I'm sorry ... I'm not really interested in exercising
154,Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I'll become too tired,Walking or jogging,Ease of access to fast food,I want to relieve stress
155,Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I'll become too tired,Walking or jogging,Ease of access to fast food,I'm sorry ... I'm not really interested in exercising
156,Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I'll become too tired,I don't really exercise,Lack of time,I want to relieve stress
157,Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I'll become too tired,I don't really exercise,Lack of time,I'm sorry ... I'm not really interested in exercising
158,Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I'll become too tired,I don't really exercise,Ease of access to fast food,I want to relieve stress
159,Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I'll become too tired,I don't really exercise,Ease of access to fast food,I'm sorry ... I'm not really interested in exercising
