0.Gender,1.Age,2.Exercise_importance,3.Fitness_level,4.Regularity,7.Do_you,8.Time,9.Time_spent,10.Balanced_diet,12.Health_level,13.Recommend_fitness,14.Equipment,5.Barriers,6.Exercises,11.prevents_balanced,15.Motivation
Male,15 to 18,4,Unfit,Never,I don't really exercise,Evening,I don't really exercise,No,1,No,No,I can't stay motivated,I don't really exercise,Temptation and cravings,I want to lose weight
Female,15 to 18,3,Average,1 to 2 times a week,Alone,Evening,30 minutes,Not always,3,No,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to be fit
Female,15 to 18,3,Average,1 to 2 times a week,Alone,Evening,30 minutes,Not always,3,No,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to lose weight
Female,15 to 18,3,Average,1 to 2 times a week,Alone,Evening,30 minutes,Not always,3,No,Yes,I can't stay motivated,Walking or jogging,Temptation and cravings,I want to be fit
Female,15 to 18,3,Average,1 to 2 times a week,Alone,Evening,30 minutes,Not always,3,No,Yes,I can't stay motivated,Walking or jogging,Temptation and cravings,I want to lose weight
Female,15 to 18,3,Average,1 to 2 times a week,Alone,Evening,30 minutes,Not always,3,No,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to be fit
Female,15 to 18,3,Average,1 to 2 times a week,Alone,Evening,30 minutes,Not always,3,No,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to lose weight
Female,15 to 18,3,Average,1 to 2 times a week,Alone,Evening,30 minutes,Not always,3,No,Yes,Less stamina,Walking or jogging,Temptation and cravings,I want to be fit
Female,15 to 18,3,Average,1 to 2 times a week,Alone,Evening,30 minutes,Not always,3,No,Yes,Less stamina,Walking or jogging,Temptation and cravings,I want to lose weight
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Ease of access to fast food,I want to be fit
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Ease of access to fast food,I want to increase muscle mass and strength
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Ease of access to fast food,I want to lose weight
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Ease of access to fast food,I want to be flexible
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Ease of access to fast food,I want to relieve stress
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Ease of access to fast food,I want to achieve a sporting goal
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Ease of access to fast food,Doing exercises prevents many diseases.So yeah saves a lot of money .
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to be fit
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to increase muscle mass and strength
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to lose weight
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to be flexible
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to relieve stress
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,I want to achieve a sporting goal
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I don't have enough time,Walking or jogging,Temptation and cravings,Doing exercises prevents many diseases.So yeah saves a lot of money .
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Ease of access to fast food,I want to be fit
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Ease of access to fast food,I want to increase muscle mass and strength
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Ease of access to fast food,I want to lose weight
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Ease of access to fast food,I want to be flexible
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Ease of access to fast food,I want to relieve stress
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Ease of access to fast food,I want to achieve a sporting goal
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Ease of access to fast food,Doing exercises prevents many diseases.So yeah saves a lot of money .
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to be fit
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to increase muscle mass and strength
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to lose weight
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to be flexible
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to relieve stress
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,I want to achieve a sporting goal
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I'll become too tired,Walking or jogging,Temptation and cravings,Doing exercises prevents many diseases.So yeah saves a lot of money .
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Ease of access to fast food,I want to be fit
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Ease of access to fast food,I want to increase muscle mass and strength
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Ease of access to fast food,I want to lose weight
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Ease of access to fast food,I want to be flexible
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Ease of access to fast food,I want to relieve stress
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Ease of access to fast food,I want to achieve a sporting goal
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Ease of access to fast food,Doing exercises prevents many diseases.So yeah saves a lot of money .
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Temptation and cravings,I want to be fit
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Temptation and cravings,I want to increase muscle mass and strength
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Temptation and cravings,I want to lose weight
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Temptation and cravings,I want to be flexible
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Temptation and cravings,I want to relieve stress
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Temptation and cravings,I want to achieve a sporting goal
Male,19 to 25,5,Average,1 to 2 times a week,Alone,Evening,30 minutes,No,3,Yes,Yes,I have an injury,Walking or jogging,Temptation and cravings,Doing exercises prevents many diseases.So yeah saves a lot of money .
Female,15 to 18,3,Average,Everyday,Alone,Early morning,30 minutes,Not always,3,No,No,I can't stay motivated,Walking or jogging,Cost,I want to relieve stress
Female,15 to 18,3,Average,Everyday,Alone,Early morning,30 minutes,Not always,3,No,No,I can't stay motivated,Walking or jogging,Ease of access to fast food,I want to relieve stress
Female,15 to 18,3,Average,Everyday,Alone,Early morning,30 minutes,Not always,3,No,No,I can't stay motivated,Yoga,Cost,I want to relieve stress
Female,15 to 18,3,Average,Everyday,Alone,Early morning,30 minutes,Not always,3,No,No,I can't stay motivated,Yoga,Ease of access to fast food,I want to relieve stress
Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I don't have enough time,Walking or jogging,Lack of time,I want to relieve stress
Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I don't have enough time,Walking or jogging,Lack of time,I'm sorry ... I'm not really interested in exercising
Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I don't have enough time,Walking or jogging,Ease of access to fast food,I want to relieve stress
Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I don't have enough time,Walking or jogging,Ease of access to fast food,I'm sorry ... I'm not really interested in exercising
Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I don't have enough time,I don't really exercise,Lack of time,I want to relieve stress
Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I don't have enough time,I don't really exercise,Lack of time,I'm sorry ... I'm not really interested in exercising
Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I don't have enough time,I don't really exercise,Ease of access to fast food,I want to relieve stress
Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I don't have enough time,I don't really exercise,Ease of access to fast food,I'm sorry ... I'm not really interested in exercising
Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I'll become too tired,Walking or jogging,Lack of time,I want to relieve stress
Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I'll become too tired,Walking or jogging,Lack of time,I'm sorry ... I'm not really interested in exercising
Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I'll become too tired,Walking or jogging,Ease of access to fast food,I want to relieve stress
Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I'll become too tired,Walking or jogging,Ease of access to fast food,I'm sorry ... I'm not really interested in exercising
Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I'll become too tired,I don't really exercise,Lack of time,I want to relieve stress
Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I'll become too tired,I don't really exercise,Lack of time,I'm sorry ... I'm not really interested in exercising
Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I'll become too tired,I don't really exercise,Ease of access to fast food,I want to relieve stress
Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I'll become too tired,I don't really exercise,Ease of access to fast food,I'm sorry ... I'm not really interested in exercising
Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I don't really enjoy exercising,Walking or jogging,Lack of time,I want to relieve stress
Male,15 to 18,3,Unfit,Never,I don't really exercise,Evening,I don't really exercise,Not always,2,No,No,I don't really enjoy exercising,Walking or jogging,Lack of time,I'm sorry ... I'm not really interested in exercising
